round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,34.9MB,14.7MB,55.40%,13.43%,789.1MB,5.4MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,23.5MB,22.0MB,44.18%,14.13%,22.3MB,11.0MB,0B,0B
round0,Docker,sawtooth-rest-api-0,117.4MB,51.4MB,80.32%,16.05%,486.4MB,806.2MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,6.9KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,6.8KB,0B,0B,0B
round0,Docker,sawtooth-validator-0,576.7MB,305.2MB,104.86%,85.81%,27.3MB,488.7MB,0B,0B
round1,Docker,sawtooth-shell-default,90.9MB,21.8MB,45.25%,8.19%,1005.0MB,6.8MB,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-0,25.3MB,24.4MB,36.29%,7.61%,12.3MB,5.9MB,0B,0B
round1,Docker,sawtooth-rest-api-0,179.7MB,90.3MB,100.01%,21.11%,615.6MB,1022.5MB,0B,0B
round1,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,3.8KB,0B,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,4.1KB,0B,0B,0B
round1,Docker,sawtooth-validator-0,759.6MB,658.8MB,105.17%,99.02%,22.6MB,606.5MB,0B,0B
round2,Docker,sawtooth-shell-default,99.9MB,23.1MB,51.17%,7.13%,1.0GB,7.2MB,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-0,27.0MB,26.1MB,41.07%,8.56%,13.6MB,6.5MB,0B,0B
round2,Docker,sawtooth-rest-api-0,254.9MB,115.0MB,99.90%,22.98%,655.1MB,1.1GB,0B,0B
round2,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-validator-0,999.3MB,914.4MB,108.87%,99.06%,23.4MB,647.0MB,0B,0B
round3,Docker,sawtooth-shell-default,136.5MB,24.3MB,50.62%,5.25%,899.9MB,6.0MB,0B,0B
round3,Docker,sawtooth-intkey-tp-python...ult-0,28.2MB,27.5MB,41.27%,5.31%,8.9MB,4.1MB,0B,0B
round3,Docker,sawtooth-rest-api-0,294.6MB,144.8MB,100.37%,19.05%,552.9MB,917.1MB,0B,0B
round3,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,3.4KB,0B,0B,0B
round3,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.00%,0.00%,3.4KB,0B,0B,0B
round3,Docker,sawtooth-validator-0,1.3GB,1.1GB,110.08%,100.54%,20.5MB,541.2MB,0B,0B
