round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,38.2MB,14.5MB,64.67%,19.60%,1.0GB,7.5MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,24.8MB,22.4MB,50.09%,12.90%,32.5MB,16.8MB,0B,0B
round0,Docker,sawtooth-rest-api-0,96.5MB,44.0MB,62.37%,16.31%,655.5MB,1.1GB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,8.8KB,3.6KB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.6MB,20.6MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,24.9MB,22.8MB,53.77%,13.07%,32.8MB,16.3MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.8MB,0.00%,0.00%,8.6KB,3.6KB,0B,0B
round0,Docker,sawtooth-rest-api-1,27.6MB,27.3MB,0.90%,0.38%,14.8MB,15.1MB,0B,0B
round0,Docker,sawtooth-validator-0,637.5MB,380.8MB,123.26%,95.91%,49.1MB,673.2MB,0B,0B
round0,Docker,sawtooth-validator-1,648.9MB,386.9MB,106.78%,87.49%,37.9MB,48.2MB,0B,0B
