round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,44.1MB,16.1MB,71.43%,22.22%,1.2GB,8.2MB,0B,0B
round0,Docker,sawtooth-rest-api-3,27.9MB,27.5MB,1.62%,0.25%,8.9MB,9.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.6MB,20.6MB,0.00%,0.00%,3.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,31.2MB,26.1MB,52.70%,32.13%,79.7MB,40.4MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.8MB,46.8MB,0.00%,0.00%,3.1KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.8MB,20.8MB,0.00%,0.00%,3.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,30.3MB,25.8MB,51.96%,29.40%,73.7MB,37.6MB,0B,0B
round0,Docker,sawtooth-rest-api-0,96.1MB,47.2MB,95.78%,22.58%,727.5MB,1.2GB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.9MB,46.9MB,0.00%,0.00%,3.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,28.1MB,27.7MB,1.42%,0.23%,8.9MB,9.1MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,31.5MB,26.2MB,51.85%,33.56%,83.9MB,42.9MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.5MB,20.5MB,0.00%,0.00%,3.0KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.9MB,46.9MB,0.00%,0.00%,3.1KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,31.5MB,26.2MB,54.19%,32.85%,83.0MB,42.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.7MB,46.7MB,0.00%,0.00%,3.1KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-2,27.9MB,27.5MB,0.59%,0.24%,8.9MB,9.1MB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.7MB,20.7MB,0.00%,0.00%,3.1KB,0B,0B,0B
round0,Docker,sawtooth-validator-3,582.4MB,361.5MB,99.99%,78.76%,85.4MB,94.6MB,0B,0B
round0,Docker,sawtooth-validator-0,633.5MB,377.0MB,112.25%,86.21%,91.0MB,896.5MB,0B,0B
round0,Docker,sawtooth-validator-1,561.5MB,340.7MB,105.80%,82.09%,91.2MB,95.6MB,0B,0B
round0,Docker,sawtooth-validator-2,562.4MB,347.8MB,107.11%,81.56%,86.9MB,98.4MB,0B,0B
