round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,27.5MB,7.2MB,52.58%,10.60%,221.7MB,1.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,6.9KB,0B,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,6.9KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,21.5MB,20.9MB,41.74%,3.39%,5.1MB,2.5MB,0B,0B
round0,Docker,sawtooth-rest-api-0,51.8MB,32.5MB,38.50%,4.16%,134.8MB,224.2MB,0B,0B
round0,Docker,sawtooth-validator-0,168.2MB,112.8MB,89.80%,9.36%,4.9MB,136.4MB,0B,0B
round1,Docker,sawtooth-shell-default,36.8MB,10.5MB,57.22%,12.01%,646.2MB,4.5MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,3.8KB,0B,0B,0B
round1,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,3.8KB,0B,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-0,22.0MB,21.6MB,46.44%,2.89%,3.8MB,1.9MB,0B,0B
round1,Docker,sawtooth-rest-api-0,68.8MB,45.9MB,48.08%,11.95%,388.7MB,649.7MB,0B,0B
round1,Docker,sawtooth-validator-0,222.8MB,188.1MB,99.83%,16.89%,5.3MB,386.1MB,0B,0B
round2,Docker,sawtooth-shell-default,38.7MB,14.7MB,45.61%,14.06%,1.1GB,7.6MB,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,3.4KB,0B,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-0,22.7MB,22.3MB,44.61%,3.44%,5.5MB,2.7MB,0B,0B
round2,Docker,sawtooth-rest-api-0,108.2MB,61.1MB,63.25%,21.02%,675.0MB,1.1GB,0B,0B
round2,Docker,sawtooth-validator-0,333.5MB,285.0MB,104.43%,29.87%,7.2MB,671.1MB,0B,0B
round3,Docker,sawtooth-shell-default,54.5MB,19.1MB,37.58%,14.88%,1.5GB,10.1MB,0B,0B
round3,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,3.4KB,0B,0B,0B
round3,Docker,sawtooth-settings-tp-0,20.7MB,20.7MB,0.00%,0.00%,3.4KB,0B,0B,0B
round3,Docker,sawtooth-intkey-tp-python...ult-0,23.4MB,22.9MB,36.83%,2.47%,4.8MB,2.3MB,0B,0B
round3,Docker,sawtooth-rest-api-0,128.6MB,75.3MB,80.54%,28.57%,897.2MB,1.5GB,0B,0B
round3,Docker,sawtooth-validator-0,424.4MB,363.4MB,103.37%,45.76%,7.7MB,890.1MB,0B,0B
