round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,74.2MB,18.6MB,66.18%,16.34%,1.5GB,10.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.8MB,46.8MB,0.82%,0.00%,8.6KB,3.6KB,0B,0B
round0,Docker,sawtooth-rest-api-0,141.4MB,60.6MB,100.67%,22.91%,928.0MB,1.5GB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.4MB,20.4MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,25.1MB,22.9MB,48.13%,13.92%,34.5MB,17.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.7MB,0.78%,0.00%,8.6KB,3.7KB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,25.8MB,23.3MB,51.59%,15.06%,38.3MB,19.3MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-1,27.9MB,27.4MB,1.58%,0.23%,8.9MB,9.1MB,0B,0B
round0,Docker,sawtooth-validator-1,654.2MB,403.4MB,107.37%,87.91%,41.6MB,49.4MB,0B,0B
round0,Docker,sawtooth-validator-0,774.5MB,472.3MB,118.96%,91.71%,41.0MB,957.1MB,0B,0B
