round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,27.9MB,9.6MB,54.88%,12.11%,514.1MB,3.6MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,6.8KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,22.1MB,21.3MB,44.13%,7.31%,11.3MB,5.6MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,6.8KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,68.3MB,40.3MB,50.04%,10.11%,312.7MB,521.0MB,0B,0B
round0,Docker,sawtooth-validator-0,280.4MB,186.1MB,100.20%,34.31%,12.3MB,315.1MB,0B,0B
round1,Docker,sawtooth-shell-default,63.8MB,20.2MB,50.60%,14.41%,1.4GB,9.6MB,0B,0B
round1,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,3.9KB,0B,0B,0B
round1,Docker,sawtooth-intkey-tp-python...ult-0,23.3MB,22.9MB,41.62%,5.69%,9.0MB,4.4MB,0B,0B
round1,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,3.8KB,0B,0B,0B
round1,Docker,sawtooth-rest-api-0,124.8MB,69.5MB,84.31%,26.11%,853.7MB,1.4GB,0B,0B
round1,Docker,sawtooth-validator-0,493.7MB,439.3MB,104.35%,62.56%,13.2MB,847.6MB,0B,0B
round2,Docker,sawtooth-shell-default,48.9MB,21.1MB,44.39%,11.71%,1.2GB,8.3MB,0B,0B
round2,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,4.2KB,0B,0B,0B
round2,Docker,sawtooth-intkey-tp-python...ult-0,24.2MB,23.6MB,33.52%,3.99%,6.3MB,2.9MB,0B,0B
round2,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,4.1KB,0B,0B,0B
round2,Docker,sawtooth-rest-api-0,136.0MB,81.7MB,89.74%,21.96%,737.4MB,1.2GB,0B,0B
round2,Docker,sawtooth-validator-0,628.7MB,551.0MB,104.45%,77.38%,11.3MB,729.9MB,0B,0B
round3,Docker,sawtooth-shell-default,76.5MB,19.6MB,43.13%,7.32%,1.0GB,6.9MB,0B,0B
round3,Docker,sawtooth-settings-tp-0,20.5MB,20.5MB,0.00%,0.00%,3.3KB,0B,0B,0B
round3,Docker,sawtooth-intkey-tp-python...ult-0,25.1MB,24.4MB,32.91%,4.25%,6.9MB,3.3MB,0B,0B
round3,Docker,sawtooth-poet-validator-r...-tp-0,46.6MB,46.6MB,0.00%,0.00%,3.3KB,0B,0B,0B
round3,Docker,sawtooth-rest-api-0,207.5MB,96.1MB,99.53%,21.38%,623.6MB,1.0GB,0B,0B
round3,Docker,sawtooth-validator-0,731.9MB,645.3MB,110.94%,75.00%,11.1MB,618.1MB,0B,0B
