round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,26.9MB,10.7MB,57.86%,16.83%,876.1MB,6.2MB,0B,0B
round0,Docker,sawtooth-rest-api-1,26.4MB,26.4MB,0.80%,0.05%,1.5MB,1.5MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.6MB,20.6MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.8MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,22.3MB,21.1MB,45.85%,4.72%,11.4MB,5.6MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.4MB,20.4MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-rest-api-0,63.9MB,40.1MB,45.54%,10.44%,527.5MB,879.7MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,22.5MB,21.3MB,45.01%,4.82%,11.7MB,5.8MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,46.5MB,46.5MB,0.00%,0.00%,3.6KB,0B,0B,0B
round0,Docker,sawtooth-validator-1,185.9MB,121.8MB,76.71%,8.71%,11.3MB,14.9MB,0B,0B
round0,Docker,sawtooth-validator-0,201.7MB,135.9MB,97.61%,13.23%,12.9MB,535.7MB,0B,0B
