round0,TYPE,NAME,Memory(max),Memory(avg),CPU(max),CPU(avg),Traffic In,Traffic Out,Disc Read,Disc Write
round0,Docker,sawtooth-shell-default,36.8MB,14.0MB,92.71%,28.67%,584.0MB,4.3MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-0,47.0MB,47.0MB,0.00%,0.00%,30.8KB,15.3KB,0B,0B
round0,Docker,sawtooth-rest-api-0,61.2MB,38.6MB,94.55%,17.99%,358.7MB,591.4MB,0B,0B
round0,Docker,sawtooth-settings-tp-0,20.8MB,20.8MB,0.00%,0.00%,10.2KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-0,25.5MB,23.0MB,55.82%,23.76%,36.6MB,18.5MB,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-1,25.5MB,23.0MB,54.11%,23.93%,37.2MB,18.8MB,0B,0B
round0,Docker,sawtooth-rest-api-1,28.1MB,27.7MB,2.02%,0.22%,5.6MB,5.7MB,0B,0B
round0,Docker,sawtooth-settings-tp-1,20.4MB,20.4MB,0.00%,0.00%,10.4KB,0B,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-1,46.8MB,46.8MB,3.10%,0.01%,30.8KB,15.3KB,0B,0B
round0,Docker,sawtooth-settings-tp-2,20.8MB,20.8MB,0.00%,0.00%,10.3KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-2,25.7MB,23.1MB,53.74%,24.95%,38.6MB,19.5MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-2,46.7MB,46.7MB,3.73%,0.01%,30.8KB,15.3KB,0B,0B
round0,Docker,sawtooth-rest-api-2,28.1MB,27.2MB,0.94%,0.23%,5.6MB,5.7MB,0B,0B
round0,Docker,sawtooth-poet-validator-r...-tp-3,46.9MB,46.9MB,1.86%,0.00%,30.9KB,15.3KB,0B,0B
round0,Docker,sawtooth-rest-api-3,28.0MB,27.4MB,2.65%,0.22%,5.6MB,5.7MB,0B,0B
round0,Docker,sawtooth-settings-tp-3,20.8MB,20.8MB,0.00%,0.00%,10.4KB,0B,0B,0B
round0,Docker,sawtooth-intkey-tp-python...ult-3,25.5MB,22.9MB,55.69%,24.71%,38.4MB,19.5MB,0B,0B
round0,Docker,sawtooth-validator-0,443.2MB,312.0MB,113.95%,88.65%,46.1MB,416.7MB,0B,0B
round0,Docker,sawtooth-validator-1,442.7MB,326.7MB,116.59%,86.57%,44.0MB,43.3MB,0B,0B
round0,Docker,sawtooth-validator-2,436.4MB,307.9MB,117.59%,86.98%,43.5MB,46.0MB,0B,0B
round0,Docker,sawtooth-validator-3,464.6MB,315.5MB,113.83%,86.58%,43.5MB,71.5MB,0B,0B
